Number of Methods,depthOfInheritanceTree,Number of Children ,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Number of Public Methods,Efferent Couplings,Lack of Cohesion in Methods 3,Lines of Code,Data Access Metric,Measure of Agregation,Measure of Funcional Abstraction,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC,Class Complexity CKJM,Flags,Class Complexity,Sum Complex,Average Complex,Number of Graphs,Mean Nodes,Sd Nodes,Sum Nodes,Min Nodes,Max Nodes,Mean Edges,Sd Edges,Sum Edges,Min Edges,Max Edges,Mean Radius,Sd Radius,Sum Radius,Min Radius,Max Radius,Mean Diameter,Sd Diameter,Sum Diameter,Min Diameter,Max Diameter,Mean CenterSize,Sd CenterSize,Sum CenterSize,Min CenterSize,Max CenterSize,Mean PeripherySize,Sd PeripherySize,Sum PeripherySize,Min PeripherySize,Max PeripherySize,Mean AvrShortestPath,Sd AvrShortestPath,Sum AvrShortestPath,Min AvrShortestPath,Max AvrShortestPath,Mean EigenLargestLap,Sd EigenLargestLap,Sum EigenLargestLap,Min EigenLargestLap,Max EigenLargestLap,Mean EigenSecondLargestLap,Sd EigenSecondLargestLap,Sum EigenSecondLargestLap,Min EigenSecondLargestLap,Max EigenSecondLargestLap,Mean AlgebraicConnectivity,Sd AlgebraicConnectivity,Sum AlgebraicConnectivity,Min AlgebraicConnectivity,Max AlgebraicConnectivity,Mean EigenSmallestNonZeroLap,Sd EigenSmallestNonZeroLap,Sum EigenSmallestNonZeroLap,Min EigenSmallestNonZeroLap,Max EigenSmallestNonZeroLap,Mean EigenGapLap,Sd EigenGapLap,Sum EigenGapLap,Min EigenGapLap,Max EigenGapLap,Mean EigenLargestAdj,Sd EigenLargestAdj,Sum EigenLargestAdj,Min EigenLargestAdj,Max EigenLargestAdj,Mean EigenSecondLargestAdj,Sd EigenSecondLargestAdj,Sum EigenSecondLargestAdj,Min EigenSecondLargestAdj,Max EigenSecondLargestAdj,Mean EigenSmallestAdj,Sd EigenSmallestAdj,Sum EigenSmallestAdj,Min EigenSmallestAdj,Max EigenSmallestAdj,Mean EigenSecondSmallestAdj,Sd EigenSecondSmallestAdj,Sum EigenSecondSmallestAdj,Min EigenSecondSmallestAdj,Max EigenSecondSmallestAdj,Mean EigenGapAdj,Sd EigenGapAdj,Sum EigenGapAdj,Min EigenGapAdj,Max EigenGapAdj,Mean EigenStdDevAdj,Sd EigenStdDevAdj,Sum EigenStdDevAdj,Min EigenStdDevAdj,Max EigenStdDevAdj,Mean Energy,Sd Energy,Sum Energy,Min Energy,Max Energy,Mean NodeMean,Sd NodeMean,Sum NodeMean,Min NodeMean,Max NodeMean,Mean NodeMedian,Sd NodeMedian,Sum NodeMedian,Min NodeMedian,Max NodeMedian,Mean NodeStDev,Sd NodeStDev,Sum NodeStDev,Min NodeStDev,Max NodeStDev,Mean MaxDegree,Sd MaxDegree,Sum MaxDegree,Min MaxDegree,Max MaxDegree,Mean MinDegree,Sd MinDegree,Sum MinDegree,Min MinDegree,Max MinDegree,Mean Density,Sd Density,Sum Density,Min Density,Max Density,Mean EdgeConnectivity,Sd EdgeConnectivity,Sum EdgeConnectivity,Min EdgeConnectivity,Max EdgeConnectivity,Mean AvrNodeConnectivity,Sd AvrNodeConnectivity,Sum AvrNodeConnectivity,Min AvrNodeConnectivity,Max AvrNodeConnectivity,Mean ClusteringCoef,Sd ClusteringCoef,Sum ClusteringCoef,Min ClusteringCoef,Max ClusteringCoef,Mean Transitivity,Sd Transitivity,Sum Transitivity,Min Transitivity,Max Transitivity
2,0,0,5,21,0,0,2,5,0,134,1,0,0,0.75,0,0,65.5,5,8,2,0,0,0,0,0,2,106,96.16652224,212,38,174,109,100.4091629,218,38,180,23.5,16.26345597,47,12,35,46.5,31.81980515,93,24,69,1.5,0.707106781,3,1,2,2.5,0.707106781,5,2,3,17.24756832,10.93559352,34.49513664,9.514935989,24.98020065,5.075361047,0.74980381,10.15072209,4.545169688,5.605552406,5.038620394,0.761955063,10.07724079,4.499836801,5.577403986,0.006600723,0.007109929,0.013201446,0.001573244,0.011628202,0.006600723,0.007109929,0.013201446,0.001573244,0.011628202,0.036740653,0.012151254,0.073481307,0.02814842,0.045332887,2.324758024,0.238532054,4.649516047,2.156090391,2.493425656,2.283653779,0.235125958,4.567307558,2.11739462,2.449912938,-2.302788775,0.207462844,-4.605577549,-2.449487158,-2.156090391,-2.244491029,0.179741466,-4.488982059,-2.371587439,-2.11739462,0.041104245,0.003406096,0.082208489,0.038695771,0.043512718,1.437869127,0.006607182,2.875738255,1.433197144,1.442541111,1.273357071,0.018805015,2.546714142,1.260059918,1.286654225,2.034482759,0.048765985,4.068965517,2,2.068965517,2,0,4,2,2,0.367797411,0.049350711,0.735594821,0.332901188,0.402693633,3.5,0.707106781,7,3,4,1,0,2,1,1,0.033006696,0.029765459,0.066013392,0.011959338,0.054054054,1,0,2,1,1,1.389178075,0.417609795,2.77835615,1.093883357,1.684472793,0,0,0,0,0,0,0,0,0,0
2,0,0,5,24,0,0,2,5,0,187,1,0,0,0.6667,0,0,91.5,5,8,2,0,0,0,0,0,2,143,141.4213562,286,43,243,146,145.6639969,292,43,249,27.5,20.50609665,55,13,42,55,41.01219331,110,26,84,1,0,2,1,1,3.5,2.121320344,7,2,5,21.13806889,14.85265062,42.27613778,10.63565891,31.64047886,5.061286855,0.729899847,10.12257371,4.545169723,5.577403986,4.664919269,0.233429549,9.329838538,4.499859652,4.829978886,0.005582355,0.006380227,0.011164709,0.001070853,0.010093856,0.005582355,0.006380227,0.011164709,0.001070853,0.010093856,0.396367586,0.496470297,0.792735172,0.045310072,0.7474251,2.324767628,0.238518424,4.649535255,2.156109633,2.493425622,2.181658033,0.089903622,4.363316066,2.118086572,2.245229493,-2.263848414,0.152365645,-4.527696828,-2.371587195,-2.156109633,-2.181650123,0.089892436,-4.363300247,-2.245213675,-2.118086572,0.143109595,0.148614802,0.28621919,0.038023061,0.248196129,1.432735829,0.002524978,2.865471658,1.4309504,1.434521258,1.272354943,0.016006598,2.544709885,1.261036569,1.283673317,2.024691358,0.034918853,4.049382716,2,2.049382716,2,0,4,2,2,0.323082419,0.077614945,0.646164838,0.268200365,0.377964473,3.5,0.707106781,7,3,4,1,0,2,1,1,0.028043786,0.027683601,0.056087571,0.008468524,0.047619048,1,0,2,1,1,1.420587295,0.491435811,2.84117459,1.073089701,1.768084889,0,0,0,0,0,0,0,0,0,0
4,1,0,3,18,6,0,1,3,2,361,0,0,0,0.4167,0,0,89.25,6,18,1,25,0,0.25,18,18,4,124.25,179.2528475,497,9,391,128.25,187.2918845,513,8,407,27,36.82390528,108,4,82,53.75,73.14996013,215,8,163,1.25,0.5,5,1,2,2.25,0.5,9,2,3,18.43870121,23.42225692,73.75480482,3.333333333,53.36938816,6.491760221,3.327233978,25.96704089,3.879385242,11.23299793,4.80014264,1.129983942,19.20057056,3.532088886,6.247302356,0.037615915,0.05589219,0.150463659,0.000302064,0.120614758,0.037615915,0.05589219,0.150463659,0.000302064,0.120614758,1.691617582,3.065431202,6.766470327,0.047742512,6.285427169,2.531067593,0.703582067,10.12427037,1.902113033,3.500699335,2.136978349,0.386832588,8.547913396,1.618033989,2.471068182,-2.531067593,0.703582066,-10.12427037,-3.500699333,-1.902113033,-2.098989196,0.360396413,-8.395956785,-2.471068182,-1.618033989,0.394089244,0.487196799,1.576356978,0.077236199,1.111742025,1.43288691,0.013063415,5.731547642,1.414213562,1.444707405,1.248676249,0.047059055,4.994704996,1.18083367,1.289171972,1.972717303,0.134263319,7.89086921,1.777777778,2.081841432,2,0,8,2,2,0.498428168,0.142445047,1.993712672,0.353553391,0.689346366,5,3.559026084,20,2,10,1,0,4,1,1,0.080575585,0.09727506,0.322302341,0.005338055,0.222222222,1,0,4,1,1,1.101974846,0.134491151,4.407899384,1,1.289772727,0,0,0,0,0,0,0,0,0,0
2,0,0,5,23,0,0,2,5,0,167,1,0,0,0.75,0,0,82,7,12,2,50,0,0.5,12,12,2,129.5,129.400541,259,38,221,134.5,136.4716088,269,38,231,28,22.627417,56,12,44,55.5,44.54772721,111,24,87,1.5,0.707106781,3,1,2,2,0,4,2,2,17.99095216,11.98689702,35.98190431,9.514935989,26.46696833,5.43806614,1.262746271,10.87613228,4.545169688,6.330962591,5.038620394,0.761955063,10.07724079,4.499836801,5.577403986,0.006530266,0.00720957,0.013060532,0.00143233,0.011628202,0.006530266,0.00720957,0.013060532,0.00143233,0.011628202,0.399445746,0.500791208,0.798891492,0.045332887,0.753558605,2.358379693,0.286080275,4.716759386,2.156090391,2.560668996,2.305410126,0.265894079,4.610820251,2.11739462,2.493425632,-2.358374291,0.286072635,-4.716748583,-2.560658192,-2.156090391,-2.244490964,0.179741375,-4.488981929,-2.371587309,-2.11739462,0.052969568,0.020186196,0.105939135,0.038695771,0.067243364,1.441167409,0.011271657,2.882334819,1.433197144,1.449137675,1.27524013,0.021468062,2.55048026,1.260059918,1.290420343,2.045248869,0.063991564,4.090497738,2,2.090497738,2,0,4,2,2,0.392604749,0.014267836,0.785209499,0.382515866,0.402693633,4,1.414213562,8,3,5,1,0,2,1,1,0.031778158,0.031502874,0.063556316,0.009502262,0.054054054,1,0,2,1,1,1.420347684,0.461690279,2.840695369,1.093883357,1.746812012,0,0,0,0,0,0,0,0,0,0
3,1,0,5,21,0,0,3,5,0.2,216,0.2,0,0,0.5556,0,0,69.3333,5.666666667,11,2,33.33333333,0,0.333333333,11,11,3,99.66666667,52.72886622,299,40,140,103.3333333,56.60683115,310,40,149,26,13.11487705,78,12,38,51.33333333,27.30079364,154,22,76,2.333333333,2.309401077,7,1,5,3,0,9,3,3,18.36776621,8.86832933,55.10329864,8.782051282,26.28036999,4.779706171,0.411209298,14.33911851,4.542217843,5.25452976,4.747596794,0.441616956,14.24279038,4.446079978,5.254502985,0.007875205,0.009844378,0.023625614,0.001126452,0.01917123,0.007875205,0.009844378,0.023625614,0.001126452,0.01917123,0.032109376,0.055450339,0.096328129,2.67752E-05,0.096137864,2.264490715,0.183843829,6.793472146,2.157514128,2.476773092,2.228998403,0.220525063,6.686995208,2.053528845,2.476542847,-2.264444872,0.183864353,-6.793334616,-2.476750636,-2.157399078,-2.22954411,0.219853218,-6.688632329,-2.476520316,-2.055188507,0.035492313,0.059325346,0.106476938,0.000230245,0.103985283,1.442836293,0.01850263,4.328508879,1.432078021,1.464201111,1.278746316,0.013913362,3.836238948,1.265450093,1.293204003,2.054061625,0.0666802,6.162184874,2,2.128571429,2,0,6,2,2,0.318255415,0.059099876,0.954766244,0.258180501,0.376329435,3,0,9,3,3,1,0,3,1,1,0.027943176,0.020234858,0.083829527,0.015313464,0.051282051,1,0,3,1,1,1.410125178,0.311844484,4.230375535,1.111819116,1.733941034,0,0,0,0,0,0,0,0,0,0
8,0,0,16,114,22,0,3,16,0.5714,1435,1,0,0,0.3409,0,0,177.875,7,21,1,12.5,0,0.25,41,20.5,8,238.625,297.1978357,1909,8,914,244.875,306.2741244,1959,7,942,48.375,50.06834615,387,4,158,95.5,100.1070855,764,7,315,2.75,2.604940361,22,1,9,2.5,0.534522484,20,2,3,34.10102164,34.59685068,272.8081731,3,109.5906035,4.894328325,0.72551366,39.1546266,3.847759065,5.72967672,4.7012492,0.744485404,37.6099936,3.414213562,5.606533356,0.023837148,0.052408494,0.190697181,0.0000382,0.152240935,0.023837148,0.052408494,0.190697181,0.0000382,0.152240935,0.193079125,0.278959118,1.544633,0.001464394,0.779810136,2.268574955,0.242560395,18.14859964,1.879385242,2.54298634,2.159364182,0.295980479,17.27491345,1.532088886,2.454326737,-2.253829146,0.226260977,-18.03063317,-2.529720671,-1.879385242,-2.155685516,0.291821929,-17.24548413,-2.44896512,-1.532088886,0.109210773,0.119864475,0.873686186,0.002537584,0.347296355,1.436348675,0.018923501,11.4907894,1.414213562,1.468626142,1.271031458,0.034303971,10.16825167,1.189692621,1.295006404,2.016026186,0.115488252,16.12820949,1.75,2.115384615,2,0,16,2,2,0.3124461,0.122657354,2.499568801,0.136070765,0.470870956,3.125,0.83452296,25,2,4,1,0,8,1,1,0.047384666,0.083158942,0.379077331,0.002257688,0.25,1,0,8,1,1,1.324398868,0.318782125,10.59519094,1,1.817496229,0,0,0,0,0,0,0,0,0,0
21,1,0,41,247,188,0,4,41,0.9,4331,1,0,0,0.1321,0,0,204.7619,6.19047619,89,1,9.523809524,5.64516129,0.210526316,100,25,19,185.3157895,317.6206774,3521,13,1040,190,327.5177688,3610,12,1076,33.31578947,45.57296059,633,6,166,65.94736842,91.36402993,1253,12,332,2,0.942809042,38,1,4,2.315789474,0.477566933,44,2,3,22.69023078,29.32016461,431.1143848,4.666666667,101.9073658,4.917159709,1.288719083,93.42603447,3.941883635,8.296294767,4.500573585,0.736235085,85.51089812,3.770912051,6.249958422,0.019177824,0.020561162,0.364378664,0.0000659,0.063595818,0.019177824,0.020561162,0.364378664,0.0000659,0.063595818,0.416586124,0.800324617,7.915136348,0.0000831,3.255762358,2.233254266,0.317689465,42.43183105,1.949855824,2.996412878,2.110021442,0.247423811,40.0904074,1.801937736,2.594953792,-2.227530212,0.311766483,-42.32307402,-2.976197995,-1.949855824,-2.104344589,0.235727571,-39.9825472,-2.575659107,-1.801937736,0.123232823,0.142787051,2.341423646,0.005494909,0.608403468,1.429679991,0.018251872,27.16391983,1.414213562,1.474419562,1.262446276,0.024708306,23.98647924,1.211576227,1.300202179,1.984879071,0.081949216,37.71270235,1.846153846,2.120401338,2,0,38,2,2,0.318447159,0.083932798,6.050496019,0.184059224,0.503610155,3.157894737,1.537066394,60,2,7,1,0,19,1,1,0.059421404,0.046892527,1.129006669,0.00199156,0.153846154,1,0,19,1,1,1.243578031,0.317533293,23.62798258,1,1.974277488,0,0,0,0,0,0,0,0,0,0
18,0,0,17,149,139,0,3,17,0.8971,2531,1,0,0,0.2275,0,0,139.3889,9.222222222,77,1,27.77777778,0,0.352941176,157,26.16666667,17,199.9411765,320.0653196,3399,12,1253,208.8235294,338.415284,3550,11,1335,33.82352941,33.93419237,575,6,120,66.94117647,68.17942375,1138,11,240,1.823529412,1.185078801,31,1,6,2.294117647,0.587867532,39,2,4,24.11724776,24.58063814,409.9932119,4.333333333,83.92691406,5.366240666,1.804190905,91.22609133,3.931851653,10.22998774,4.915656304,1.316094248,83.56615717,3.732050808,9.263374045,0.015669288,0.021098119,0.266377894,0.0000525,0.068148347,0.015669288,0.021098119,0.266377894,0.0000525,0.068148347,0.450584362,1.057991253,7.65993416,0.001009334,4.49788435,2.3632658,0.41458144,40.17551861,1.941883635,3.309296351,2.213001736,0.351736237,37.62102951,1.770912051,3.196641328,-2.346777303,0.405328632,-39.89521415,-3.306647047,-1.941883635,-2.200755235,0.338106682,-37.412839,-3.162039375,-1.770912051,0.150264065,0.185981807,2.554489102,0.002491252,0.806102305,1.441014563,0.021966102,24.49724758,1.414213562,1.484967409,1.272100369,0.028303657,21.62570627,1.216038302,1.306647466,2.025637909,0.101613115,34.43584445,1.833333333,2.186440678,2,0,34,2,2,0.36998074,0.134499344,6.289672582,0.13544537,0.750488759,3.647058824,2.029198625,62,2,9,1,0,17,1,1,0.051339189,0.05436767,0.872766219,0.001701986,0.166666667,1,0,17,1,1,1.224308553,0.256649522,20.8132454,1,1.794981489,0,0,0,0,0,0,0,0,0,0
22,0,0,17,158,173,0,3,17,0.8952,2925,1,0,0,0.2015,0,0,131.7273,6.545454545,37,1,13.63636364,0,0.19047619,104,26,21,184.2857143,339.2217774,3870,12,1308,189.4285714,349.7514219,3978,11,1340,35.38095238,42.30777256,743,6,165,70,84.71894711,1470,11,330,1.714285714,0.560611911,36,1,3,2.476190476,0.679635757,52,2,4,24.9891986,29.75572245,524.7731705,4.333333333,126.3548886,5.209418035,1.342454739,109.3977787,3.931851653,10.23133173,4.638540489,0.656262106,97.40935027,3.732050808,6.471335718,0.013355659,0.01865538,0.280468845,0.000028,0.068148347,0.013355659,0.01865538,0.280468845,0.000028,0.068148347,0.570877546,1.000675798,11.98842847,0.000129313,4.518064722,2.334614441,0.308476763,49.02690327,1.941883635,3.329940254,2.153980726,0.225504198,45.23359525,1.770912051,2.662939647,-2.308762877,0.30363183,-48.48402041,-3.328562824,-1.941883635,-2.151767986,0.216639455,-45.18712771,-2.633240286,-1.770912051,0.180633715,0.198503154,3.793308019,0.000324404,0.802843812,1.437109934,0.02546139,30.1793086,1.414213562,1.530393826,1.271034684,0.027261688,26.69172837,1.211576227,1.335736308,2.020824005,0.098022423,42.4373041,1.833333333,2.311688312,2,0,42,2,2,0.355595301,0.158685417,7.467501324,0.177471302,0.935551347,3.476190476,1.503963019,73,2,9,1,0,21,1,1,0.045078368,0.045235394,0.946645724,0.001567659,0.166666667,1,0,21,1,1,1.226628169,0.236314141,25.75919154,1,1.827067669,0,0,0,0,0,0,0,0,0,0
1,5,0,2,14,0,0,1,2,2,67,0,0,1,1,0,0,66,5,5,5,0,0,0,0,0,1,104,0,104,104,104,107,0,107,107,107,21,0,21,21,21,36,0,36,36,36,13,0,13,13,13,3,0,3,3,3,13.55059746,0,13.55059746,13.55059746,13.55059746,6.472131284,0,6.472131284,6.472131284,6.472131284,4.831655936,0,4.831655936,4.831655936,4.831655936,0.006979041,0,0.006979041,0.006979041,0.006979041,0.006979041,0,0.006979041,0.006979041,0.006979041,1.640475348,0,1.640475348,1.640475348,1.640475348,2.645711314,0,2.645711314,2.645711314,2.645711314,2.247981488,0,2.247981488,2.247981488,2.247981488,-2.645711209,0,-2.645711209,-2.645711209,-2.645711209,-2.248005632,0,-2.248005632,-2.248005632,-2.248005632,0.397729826,0,0.397729826,0.397729826,0.397729826,1.441412468,0,1.441412468,1.441412468,1.441412468,1.28279108,0,1.28279108,1.28279108,1.28279108,2.057692308,0,2.057692308,2.057692308,2.057692308,2,0,2,2,2,0.389844955,0,0.389844955,0.389844955,0.389844955,5,0,5,5,5,1,0,1,1,1,0.019977595,0,0.019977595,0.019977595,0.019977595,1,0,1,1,1,1.682972367,0,1.682972367,1.682972367,1.682972367,0,0,0,0,0,0,0,0,0,0
2,1,0,4,16,1,0,2,4,2,176,1,0,0,0.5,0,0,84,5.5,10,1,0,0,0.5,12,12,2,125,164.0487732,250,9,241,129.5,171.8269478,259,8,251,21,24.04163056,42,4,38,41.5,47.37615434,83,8,75,1.5,0.707106781,3,1,2,2.5,0.707106781,5,2,3,15.99612725,17.90789489,31.9922545,3.333333333,28.65892116,4.419362879,0.763643699,8.838725758,3.879385242,4.959340517,4.181167042,0.917935131,8.362334084,3.532088886,4.830245198,0.060833684,0.084543207,0.121667368,0.001052609,0.120614758,0.060833684,0.084543207,0.121667368,0.001052609,0.120614758,0.238195837,0.154291432,0.476391675,0.129095319,0.347296355,2.144483165,0.342763128,4.28896633,1.902113033,2.386853297,1.933811175,0.446576379,3.86762235,1.618033989,2.249588361,-2.076806125,0.247053341,-4.153612251,-2.251499218,-1.902113033,-1.932374072,0.444544009,-3.864748144,-2.246714156,-1.618033989,0.21067199,0.103813251,0.42134398,0.137264936,0.284079044,1.430236553,0.02265993,2.860473106,1.414213562,1.446259543,1.235828733,0.077774764,2.471657466,1.18083367,1.290823796,1.930382665,0.215815901,3.86076533,1.777777778,2.082987552,2,0,4,2,2,0.373027933,0.096068403,0.746055865,0.305097313,0.440958552,2.5,0.707106781,5,2,3,1,0,2,1,1,0.115450669,0.150997779,0.230901337,0.008679115,0.222222222,1,0,2,1,1,1.237621024,0.336046874,2.475242047,1,1.475242047,0,0,0,0,0,0,0,0,0,0
6,0,0,1,40,3,0,4,1,0.4,1097,0.7333,0,0,0.45,0,0,179.3333,9.333333333,45,1,16.66666667,7.692307692,0.4,350,175,5,310.4,450.9415705,1552,12,1082,379.6,595.4311883,1898,11,1419,53.6,69.08545433,268,6,171,106.4,138.4243476,532,11,342,1.6,0.547722558,8,1,2,2.2,0.447213595,11,2,3,35.26349541,46.19155437,176.3174771,4.333333333,114.6666667,41.52400665,80.78210339,207.6200332,3.931851653,186.0000881,25.52908305,46.67282342,127.6454153,3.732050808,109.0003479,0.017791991,0.028625667,0.088959954,8.38897E-05,0.068148347,0.017791991,0.028625667,0.088959954,8.38897E-05,0.068148347,15.99492359,34.10981337,79.97461796,0.000251662,76.99974026,4.939616267,5.478468988,24.69808133,1.941883635,14.66590739,3.999748195,4.186406443,19.99874098,1.770912051,11.46991725,-4.326480011,4.646522934,-21.63240006,-12.62276029,-1.941883635,-3.577217351,3.285027524,-17.88608676,-9.434190622,-1.770912051,0.939868071,1.321665515,4.699340356,0.000250201,3.195990142,1.486454658,0.088780842,7.432273288,1.414213562,1.620292227,1.285059988,0.04580309,6.42529994,1.216038302,1.328747991,2.165387253,0.307105753,10.82693626,1.833333333,2.622920518,2,0,10,2,2,1.640457377,2.698429593,8.202286886,0.076248635,6.440516379,40,81.08329051,200,2,185,1,0,5,1,1,0.050465826,0.067233941,0.252329132,0.002426383,0.166666667,1,0,5,1,1,1.268339349,0.276024868,6.341696743,1,1.653493975,0.04702893,0.075985101,0.235144649,0,0.174611961,0.034283428,0.058525895,0.17141714,0,0.135135135
20,1,0,1,39,190,0,16,1,2,1078,0,0,0,0.21,0,0,52.9,5.9,28,1,10,0,0.05,12,12,20,72.45,124.291455,1449,7,554,73.7,126.8804244,1474,6,564,15.45,14.98938221,309,3,65,30.55,30.08317417,611,6,130,1.35,0.587142949,27,1,3,2.3,0.732695097,46,2,5,11.64902165,11.51524822,232.980433,2.666666667,49.90118879,4.884056228,0.715859582,97.68112456,3.801937736,6.444427298,4.404864025,0.579709984,88.09728051,3.246979604,5.66936722,0.044038346,0.060832999,0.880766921,0.00019139,0.198062264,0.044038346,0.060832999,0.880766921,0.00019139,0.198062264,0.479192203,0.56854838,9.583844054,0.003814592,1.926065203,2.254843026,0.227172781,45.09686052,1.847759065,2.691412168,2.03392417,0.288705943,40.67848341,1.414213562,2.557931648,-2.23093165,0.212486873,-44.61863301,-2.691396069,-1.847759065,-2.024765501,0.271009822,-40.49531002,-2.457813907,-1.414213562,0.220918856,0.21482228,4.418377113,0.004640363,0.681257819,1.439263754,0.028450452,28.78527507,1.414213562,1.511857892,1.253855062,0.042695541,25.07710124,1.150668426,1.309229414,1.987844557,0.124633339,39.75689114,1.714285714,2.206896552,2,0,40,2,2,0.482212595,0.098191817,9.644251903,0.307793506,0.718795288,3.2,0.833508753,64,2,5,1,0,20,1,1,0.084404553,0.077964256,1.688091055,0.003681919,0.285714286,1,0,20,1,1,1.128468695,0.188347522,22.56937389,1,1.586206897,0,0,0,0,0,0,0,0,0,0
7,1,0,1,37,21,0,6,1,1.1667,459,1,0,0,0.3214,0,0,64.4286,5,18,1,14.28571429,5.714285714,0.142857143,18,18,7,95.85714286,91.37729217,671,7,235,99.57142857,97.1799999,697,6,251,16.71428571,11.05613383,117,3,29,32.42857143,21.76279044,227,6,57,2,1.414213562,14,1,5,2.142857143,0.377964473,15,2,3,12.28230384,8.018386155,85.97612687,2.666666667,22.62708515,5.566421953,2.57783104,38.96495367,3.801937736,11.12525346,4.425096185,0.872585739,30.9756733,3.246979604,5.744720737,0.048853747,0.074274005,0.341976229,0.002209072,0.198062264,0.048853747,0.074274005,0.341976229,0.002209072,0.198062264,1.141325768,1.896492305,7.989280376,0.041512949,5.380532725,2.337583057,0.524502361,16.3630814,1.847759065,3.359888239,2.044601124,0.403722568,14.31220787,1.414213562,2.599468246,-2.332718839,0.523342409,-16.32903188,-3.359888188,-1.847759065,-2.035454361,0.390550401,-14.24818053,-2.543047681,-1.414213562,0.292981932,0.241347623,2.050873527,0.061299734,0.760419993,1.433431358,0.019784044,10.0340195,1.414213562,1.464683975,1.248379006,0.054339169,8.73865304,1.150668426,1.295402841,1.961120406,0.160329516,13.72784285,1.714285714,2.136170213,2,0,14,2,2,0.40918528,0.11180258,2.864296963,0.305143355,0.618940897,3.857142857,2.853569194,27,2,10,1,0,7,1,1,0.093940543,0.110503036,0.657583803,0.009128933,0.285714286,1,0,7,1,1,1.266120024,0.262434884,8.862840167,1,1.602862254,0,0,0,0,0,0,0,0,0,0
4,1,0,27,43,4,0,3,27,0.3333,730,1,0,0,0.3333,0,0,181.25,10.5,37,1,25,0,0.333333333,23,23,3,334.6666667,534.9638617,1004,7,952,341.3333333,547.3868224,1024,6,973,37,48.86716689,111,3,93,73.33333333,97.38754198,220,6,185,1.666666667,0.577350269,5,1,2,2.333333333,0.577350269,7,2,3,31.64981911,43.0740013,94.94945733,2.666666667,81.14642703,5.178013026,1.788744872,15.53403908,3.801937736,7.2,4.367998218,1.052787565,13.10399465,3.246979604,5.335753897,0.068837042,0.111988057,0.206511127,0.000106616,0.198062264,0.068837042,0.111988057,0.206511127,0.000106616,0.198062264,0.810014807,0.952664056,2.430044422,0.010840187,1.864246103,2.247566111,0.418928478,6.742698332,1.847759065,2.683301807,1.96096672,0.481811403,5.882900159,1.414213562,2.323438566,-2.225478471,0.423477585,-6.676435412,-2.683279251,-1.847759065,-1.944929114,0.47333575,-5.834787341,-2.323434955,-1.414213562,0.286599391,0.194233338,0.859798173,0.066389429,0.433545503,1.42496179,0.009309321,4.274885369,1.414213562,1.430477923,1.230268046,0.069612847,3.690804139,1.150668426,1.279756711,1.919467787,0.179056846,5.758403361,1.714285714,2.044117647,2,0,6,2,2,0.410771772,0.086064167,1.232315317,0.317963847,0.487950036,3.666666667,2.081665999,11,2,6,1,0,3,1,1,0.11110609,0.152757486,0.333318271,0.00214944,0.285714286,1,0,3,1,1,1.014347435,0.012429085,3.043042304,1,1.021830183,0,0,0,0,0,0,0,0,0,0
2,0,0,8,16,1,0,2,8,2,76,0,0,0,0.6667,0,0,37,5,9,1,0,0,0,0,0,2,57,70.71067812,114,7,107,60.5,77.07463915,121,6,115,15.5,17.67766953,31,3,28,31,35.35533906,62,6,56,1,0,2,1,1,2,0,4,2,2,11.2749662,12.17397395,22.5499324,2.666666667,19.88326574,5.455187547,2.338048304,10.91037509,3.801937736,7.108437357,4.482403955,1.747153873,8.964807911,3.246979604,5.717828307,0.099975258,0.138715974,0.199950516,0.001888252,0.198062264,0.099975258,0.138715974,0.199950516,0.001888252,0.198062264,0.972783591,0.590894431,1.945567182,0.554958132,1.39060905,2.620540836,1.092878461,5.241081672,1.847759065,3.393322607,1.978544457,0.798084405,3.957088914,1.414213562,2.542875352,-2.195317208,0.49152144,-4.390634417,-2.542875352,-1.847759065,-1.882604888,0.662405365,-3.765209776,-2.350996214,-1.414213562,0.641996379,0.294794056,1.283992757,0.433545503,0.850447255,1.443620753,0.041588047,2.887241505,1.414213562,1.473027943,1.2241078,0.103858959,2.448215601,1.150668426,1.297547174,1.931909212,0.307766102,3.863818425,1.714285714,2.14953271,2,0,4,2,2,0.557233444,0.097981534,1.114466887,0.487950036,0.626516851,4,2.828427125,8,2,6,1,0,2,1,1,0.152996448,0.187691366,0.305992896,0.02027861,0.285714286,1,0,2,1,1,1.014635867,0.020698241,2.029271733,1,1.029271733,0.013707165,0.019384859,0.02741433,0,0.02741433,0.039215686,0.055459355,0.078431373,0,0.078431373
