depthOfInheritanceTree,Coupling between Object Classes,Response for a Class,Lack of Cohesion in Methods,Afferent Coupling ,Efferent Couplings,Lack of Cohesion in Methods 3,Data Access Metric,Cohesion Among Methods,Inheritance Coupling,Coupling Between Methods,Average Method Complexity,Average CC,Max CC,Min CC
1,2,9,1,0,2,2,0,0.75,0,0,22,1,1,1
0,9,19,3,0,9,2,0,0.5417,0,0,18,1,1,1
1,0,8,0,0,0,0.875,0.5,0.4667,0,0,9.4,1.8,3,1
1,5,26,0,0,5,0.5,1,0.3333,0,0,167.2,1.4,3,1
1,6,19,1,0,6,1,1,0.8333,0,0,32.6667,1,1,1
0,9,37,0,0,9,0.2941,1,0.1778,0,0,6.3333,1,1,1
0,14,22,43,0,14,1.037,0.3333,0.2639,0,0,5.1,1,1,1
0,10,27,28,0,10,1.1429,0,0.2969,0,0,10,1.125,2,1
0,9,22,15,0,9,0.6667,0,0.3333,0,0,8.7143,1,1,1
0,2,10,4,0,2,0.6667,0,0.6667,0,0,4.75,1,1,1
0,2,10,4,0,2,0.6667,0,0.6667,0,0,4.75,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
1,17,38,105,0,17,2,0,0.3333,0,0,20.3333,1,1,1
0,17,31,3,0,17,2,0,0.5,0,0,63,1,1,1
0,8,14,6,0,8,2,0,0.5625,0,0,13.75,1,1,1
0,32,61,36,0,32,2,0,0.3,0,0,67.1111,1,1,1
0,56,133,141,0,56,0.7059,1,0.2169,0,0,71.4444,1,1,1
0,28,41,15,0,28,2,0,0.3667,0,0,40,1.166666667,2,1
0,18,38,15,0,18,2,0,0.3667,0,0,42.3333,1,1,1
0,21,37,21,0,21,2,0,0.3429,0,0,48.8571,1,1,1
0,22,27,10,0,22,2,0,0.425,0,0,33.2,1,1,1
0,4,9,6,0,4,2,0,0.4375,0,0,5.5,1.25,2,1
0,3,8,10,0,3,2,0,0.4,0,0,5.6,1,1,1
0,26,64,15,0,26,1.2,1,0.3333,0,0,65.1667,1,1,1
0,4,8,3,0,4,2,0,0.5417,0,0,6.3333,1,1,1
0,8,11,3,0,8,2,0,0.5417,0,0,13,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,4,3,0,0,4,2,0,1,0,0,6,1,1,1
1,4,15,19,0,4,0.1667,1,0.1714,0,0,5.7143,1.142857143,2,1
1,3,11,0,0,3,0.4,1,0.3667,0,0,6.5,1.166666667,2,1
1,4,11,6,0,4,1.3333,1,0.5,0,0,17.75,1,1,1
1,4,8,3,0,4,1.5,1,0.6667,0,0,10.3333,1,1,1
0,4,17,1,0,4,2,0,0.75,0,0,47.5,1,1,1
1,1,6,10,0,1,1.25,1,0.4,0,0,1.6,1,1,1
0,20,65,0,0,20,0.6528,1,0.16,0,0,11.2,1.32,5,1
0,21,44,39,0,21,1,0.3333,0.2111,0,0,14.1,1,1,1
0,17,75,528,0,17,1.0313,1,0.3853,0,0,13,1,1,1
0,12,54,253,0,12,1.0455,1,0.4275,0,0,9.7826,1,1,1
0,16,55,60,0,16,0.9091,1,0.4545,0,0,36.9167,1,1,1
0,66,281,1227,0,66,0.9578,1,0.1488,0,0,60.8627,1,1,1
0,10,24,26,0,10,0.8571,1,0.3571,0,0,10.5,1,1,1
0,7,15,15,0,7,0.6667,1,0.4444,0,0,8.2857,1,1,1
0,3,4,1,0,3,2,0,0.75,0,0,3.5,1,1,1
0,7,16,4,0,7,0.6667,1,0.5556,0,0,12.5,1,1,1
0,3,4,1,0,3,2,0,0.75,0,0,2.5,1,1,1
0,3,4,1,0,3,2,0,0.75,0,0,3.5,1,1,1
0,3,4,1,0,3,2,0,0.75,0,0,3.5,1,1,1
0,8,16,1,0,8,0.5,1,0.75,0,0,12.3333,1,1,1
0,3,4,1,0,3,2,0,0.75,0,0,3.5,1,1,1
1,0,8,3,0,0,0.5833,1,0.5714,0,0,4.5714,1,1,1
1,1,39,233,0,1,0.7614,1,0.1739,0,0,8.2609,1.173913043,3,1
1,6,87,0,0,6,0.0444,1,0.137,1,1,7.3478,1.173913043,9,1
1,2,10,3,0,2,1.375,0,0.5,0,0,6,1,1,1
1,1,36,192,0,1,0.7357,1,0.1973,0,0,8.5238,1.19047619,3,1
1,10,89,0,0,10,0.0435,1,0.1489,1,1,6.9574,1.14893617,8,1
1,1,97,1829,0,1,0.9162,1,0.1452,0,0,6.4839,1.064516129,3,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,1,45,327,0,1,0.8,1,0.1759,0,0,7.8519,1.148148148,3,1
1,6,101,0,0,6,0.0385,1,0.1377,1,1,7.5283,1.188679245,11,1
1,11,217,0,0,11,0.0185,1,0.1094,1,1,8.6514,1.247706422,28,1
1,1,37,209,0,1,0.7415,1,0.1705,0,0,8.2727,1.181818182,3,1
1,6,91,0,0,6,0.0435,1,0.1362,1,1,6.9787,1.14893617,8,1
1,1,64,740,0,1,0.867,1,0.1425,0,0,7.025,1.1,3,1
1,8,161,0,0,8,0.025,1,0.1212,1,1,7.7284,1.197530864,17,1
1,1,90,1542,0,1,0.9093,1,0.1618,0,0,6.614,1.070175439,3,1
1,10,201,0,0,10,0.0198,1,0.1144,1,1,8.5,1.245098039,26,1
1,0,6,6,0,0,1.3333,0,0.375,0,0,5.5,1.5,2,1
1,1,81,1268,0,1,0.8973,1,0.1423,0,0,6.5769,1.076923077,3,1
1,7,207,0,0,7,0.0194,1,0.1206,1,1,7.7788,1.201923077,22,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,1,54,498,0,1,0.8389,1,0.178,0,0,7.4242,1.121212121,3,1
1,0,5,0,0,0,0.5,1,0.5556,0,0,6.6667,1,1,1
1,6,107,0,0,6,0.0364,1,0.1393,1,1,8.2679,1.232142857,14,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,23,3,0,4,0.2,0,0.4444,0,0,33.8333,1.333333333,3,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,16,83,854,0,16,0.9362,0.5143,0.1499,0,0,20.3182,1.568181818,9,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,50,3,0,4,0.2,0,0.4444,0,0,126.5,3,13,1
0,29,81,274,0,29,0.8333,1,0.1964,0,0,12.68,1.24,2,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,23,3,0,4,0.2,0,0.4444,0,0,31.5,1.166666667,2,1
0,9,11,6,0,9,2,0,1,0,0,3.75,1,1,1
0,14,76,807,0,14,0.9339,0.5556,0.1667,0,0,19.4884,1.465116279,8,1
0,17,214,4139,0,17,0.9575,0.6812,0.1067,0,0,28.1383,1.829787234,28,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,27,3,0,4,0.2,0,0.4444,0,0,53,2,7,1
0,3,5,1,0,3,2,0,1,0,0,3.5,1,1,1
0,17,113,1240,0,17,0.951,0.4773,0.123,0,0,23.75,1.692307692,11,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,25,3,0,4,0.2,0,0.4444,0,0,31.1667,1.166666667,2,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,17,85,905,0,17,0.9394,0.55,0.1333,0,0,18.6739,1.369565217,8,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,39,3,0,4,0.2,0,0.4444,0,0,73.6667,2,7,1
0,10,20,9,0,10,0.2,1,1,0,0,14.1667,1.5,2,1
0,17,164,2994,0,17,0.9529,0.6604,0.1013,0,0,22.1375,1.65,17,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,45,3,0,4,0.2,0,0.4444,0,0,123.8333,3.333333333,15,1
0,15,37,60,0,15,0.8056,1,0.3125,0,0,10.2308,1.461538462,2,1
0,18,209,4535,0,18,0.9583,0.6769,0.1125,0,0,26.3469,1.897959184,26,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,44,3,0,4,0.2,0,0.4444,0,0,97.8333,2.5,10,1
0,8,29,55,0,8,2,0,1,0,0,12.6364,1.363636364,3,1
0,17,203,4605,0,17,0.9632,0.6232,0.102,0,0,23.202,1.686868687,22,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,30,3,0,4,0.2,0,0.4444,0,0,68.1667,2.333333333,9,1
0,1,2,0,0,1,2,0,1,0,0,3,1,1,1
0,16,128,1446,0,16,0.9406,0.5854,0.124,0,0,25.7679,1.892857143,15,1
0,17,23,1,0,17,0.5,1,0.4444,0,0,80.3333,4.333333333,11,1
1,12,71,595,0,12,0.0588,1,0.1429,0,0,5.8286,1.028571429,2,1
1,11,71,0,0,11,0,1,0.181,0,0,6.359,1,1,1
1,11,79,741,0,11,0.0526,1,0.1374,0,0,6.6154,1.025641026,2,1
1,10,79,0,0,10,0,1,0.1845,0,0,7.1163,1,1,1
1,15,219,5886,0,15,0.0185,1,0.1492,0,0,6.6789,1.009174312,2,1
1,14,219,0,0,14,0,1,0.198,0,0,7.4867,1,1,1
1,11,69,561,0,11,0.0606,1,0.1176,0,0,5.2059,1.029411765,2,1
1,10,69,0,0,10,0,1,0.1761,0,0,5.7895,1,1,1
1,11,161,3160,0,11,0.0253,1,0.115,0,0,5.6375,1.0125,2,1
1,10,161,0,0,10,0,1,0.1659,0,0,6.4286,1,1,1
1,10,61,435,0,10,0.069,1,0.0923,0,0,4.6667,1.033333333,2,1
1,9,61,0,0,9,0,1,0.1492,0,0,5.2647,1,1,1
1,10,93,1035,0,10,0.0444,1,0.1672,0,0,6.3261,1.02173913,2,1
1,9,93,0,0,9,0,1,0.2157,0,0,6.92,1,1,1
1,12,79,741,0,12,0.0526,1,0.1077,0,0,4.9231,1.025641026,2,1
1,11,79,0,0,11,0,1,0.1555,0,0,5.5814,1,1,1
1,8,27,78,0,8,0.1667,1,0.2222,0,0,5.5385,1.076923077,2,1
1,7,27,0,0,7,0,1,0.2588,0,0,5.5294,1,1,1
1,10,67,528,0,10,0.0625,1,0.0964,0,0,4.4848,1.03030303,2,1
1,9,67,0,0,9,0,1,0.1644,0,0,5.1351,1,1,1
1,10,83,820,0,10,0.05,1,0.1107,0,0,5.0488,1.024390244,2,1
1,9,83,0,0,9,0,1,0.1667,0,0,5.7111,1,1,1
1,7,19,36,0,7,0.25,1,0.2222,0,0,5,1.111111111,2,1
1,6,19,0,0,6,0,1,0.3077,0,0,4.8462,1,1,1
1,9,59,406,0,9,0.0714,1,0.1241,0,0,4.5172,1.034482759,2,1
1,8,59,0,0,8,0,1,0.1928,0,0,5.1212,1,1,1
1,6,15,21,0,6,0.3333,1,0.2143,0,0,4.4286,1.142857143,2,1
1,5,15,0,0,5,0,1,0.3273,0,0,4.2727,1,1,1
1,11,119,1711,0,11,0.0345,1,0.1271,0,0,6.0169,1.016949153,2,1
1,10,119,0,0,10,0,1,0.1718,0,0,6.7143,1,1,1
1,9,79,741,0,9,0.0526,1,0.2179,0,0,6.3077,1.025641026,2,1
1,8,79,0,0,8,0,1,0.2727,0,0,6.8372,1,1,1
1,9,51,300,0,9,0.0833,1,0.12,0,0,5.28,1.04,2,1
1,8,51,0,0,8,0,1,0.1881,0,0,5.7241,1,1,1
1,8,17,28,0,8,0.2857,1,0.2031,0,0,6,1.125,2,1
1,7,17,0,0,7,0,1,0.2407,0,0,5.4167,1,1,1
0,104,207,20103,0,104,0.995,1,0.015,0,0,3.5594,1,1,1
0,52,103,4659,0,52,0.9897,1,0.031,0,0,3.6224,1,1,1
0,52,103,4659,0,52,0.9897,1,0.031,0,0,3.6224,1,1,1
0,54,130,4662,0,54,0.9855,1,0.0337,0,0,4.4257,1,1,1
0,91,205,15465,0,91,0.9931,1,0.0181,0,0,3.8827,1,1,1
0,54,129,4998,0,54,0.9864,1,0.0322,0,0,4.1346,1,1,1
0,82,168,12881,0,82,0.9937,1,0.0188,0,0,3.5741,1,1,1
0,60,143,6382,0,60,0.9881,1,0.0287,0,0,4.0855,1,1,1
0,51,106,4852,0,51,0.9897,1,0.0308,0,0,3.62,1,1,1
0,56,133,5416,0,56,0.987,1,0.0309,0,0,4.1111,1,1,1
0,63,149,7093,0,63,0.9889,1,0.0272,0,0,4.0569,1,1,1
0,54,112,5461,0,54,0.9903,1,0.029,0,0,3.6132,1,1,1
0,52,127,4662,0,52,0.9855,1,0.0339,0,0,4.1782,1,1,1
0,43,90,3404,0,43,0.9876,1,0.0369,0,0,3.6429,1,1,1
0,71,165,9165,0,71,0.9905,1,0.0238,0,0,3.9928,1,1,1
0,62,128,7261,0,62,0.9916,1,0.0251,0,0,3.5984,1,1,1
0,55,131,5205,0,55,0.9867,1,0.0315,0,0,4.1226,1,1,1
0,46,96,3917,0,46,0.9885,1,0.0344,0,0,3.6333,1,1,1
1,18,119,0,0,18,0.9811,1,0.219,0,0,83.7358,1,1,1
1,12,183,0,0,12,0.0118,1,0.2082,0,0,18.3605,1,1,1
1,13,56,0,0,13,0.9535,1,0.2527,0,0,78.6512,1,1,1
1,10,81,0,0,10,0.0278,1,0.2346,0,0,17.6216,1,1,1
1,11,22,0,0,11,0.8025,1,0.3827,0,0,61.3,1,1,1
1,7,25,0,0,7,0.1111,1,0.3194,0,0,15.4,1,1,1
1,10,15,0,0,10,0.68,1,0.55,0,0,50.6667,1,1,1
1,6,16,0,0,6,0.2,1,0.4667,0,0,13.1667,1,1,1
1,9,13,0,0,9,0.5556,1,0.5556,0,0,32.75,1,1,1
1,5,12,0,0,5,0.3333,1,0.5,0,0,10.25,1,1,1
1,12,49,0,0,12,0.9445,1,0.3314,0,0,78.3056,1,1,1
1,8,68,0,0,8,0.0345,1,0.249,0,0,17.6333,1,1,1
1,11,15,0,0,11,0.625,1,0.4063,0,0,60,1,1,1
1,4,9,1,0,4,0.5,1,0.5,0,0,8.3333,1,1,1
0,69,200,341,0,69,2,0,0.2395,0,0,51.4706,1.029411765,2,1
0,25,115,684,0,25,2,0,0.2178,0,0,20.439,1,1,1
0,40,271,5765,0,40,0.9823,1,0.1936,0,0,20.4211,1,1,1
0,13,44,0,0,13,2,0,0.5846,0,0,19.3846,1,1,1
0,100,395,1995,0,100,0.963,1,0.1676,0,0,45.4756,1.048780488,3,1
0,18,52,10,0,18,2,0,0.3229,0,0,19.5,1,1,1
0,23,117,421,0,23,2,0,0.2738,0,0,17.9524,1,1,1
0,39,140,163,0,39,2,0,0.2426,0,0,34.9615,1.038461538,2,1
0,12,22,20,0,12,2,0,0.4306,0,0,9.3333,1,1,1
0,17,52,0,0,17,0.7857,1,0.3452,0,0,27,1,1,1
0,22,98,49,0,22,2,0,0.2739,0,0,26.1304,1,1,1
0,12,16,0,0,12,2,0,0.7333,0,0,15.2,1,1,1
0,9,29,0,0,9,2,0,0.5,0,0,15.5,1,1,1
0,7,10,1,0,7,2,0,0.8333,0,0,7.6667,1,1,1
0,43,170,549,0,43,0.9184,1,0.2575,0,0,22.24,1,1,1
0,21,89,464,0,21,2,0,0.3694,0,0,19.8108,1,1,1
0,12,28,13,0,12,2,0,0.8333,0,0,29.6667,1,1,1
0,15,32,8,0,15,2,0,0.4,0,0,72.6,1,1,1
1,15,27,21,0,15,2,0,0.4524,0,0,19.7143,1,1,1
1,7,17,10,0,7,2,0,0.52,0,0,14.2,1.4,3,1
1,7,17,10,0,7,2,0,0.52,0,0,14.2,1.4,3,1
1,12,25,21,0,12,2,0,0.4524,0,0,26.2857,1,1,1
1,4,8,3,0,4,1.5,1,0.5833,0,0,11,1.333333333,2,1
0,43,179,2379,0,43,0.9792,0.7193,0.2545,0,0,61.6901,1.732394366,17,1
1,10,117,1653,0,10,0.0351,1,0.1771,0,0,5.9483,1.017241379,2,1
0,19,64,166,0,19,0.8985,0,0.3684,0,0,60.65,1.35,4,1
1,7,33,118,0,7,0.0667,1,0.2321,0,0,5.375,1.0625,2,1
0,45,190,3203,0,45,0.9686,0.6,0.229,0,0,54.6463,1.804878049,18,1
1,10,137,2278,0,10,0.0299,1,0.143,0,0,4.9412,1.014705882,2,1
0,62,375,20031,0,62,0.9832,0.6719,0.2546,0,0,80.0396,2.133663366,20,1
0,16,47,41,0,16,0.7778,0,0.5694,0,0,49.5,1.4,4,1
1,5,15,19,0,5,0.1667,1,0.4107,0,0,7.8571,1.142857143,2,1
0,65,300,9302,0,65,0.9855,0.7079,0.1671,0,0,50.2199,1.531914894,20,1
1,12,221,5995,0,12,0.0183,1,0.126,0,0,5.0727,1.009090909,2,1
1,10,355,15576,0,10,0.0114,1,0.1629,0,0,5.9548,1.005649718,2,1
0,9,20,2,0,9,0.6667,0,0.5556,0,0,29.25,1,1,1
1,4,11,8,0,4,0.25,1,0.25,0,0,5.8,1.2,2,1
0,43,189,3203,0,43,0.9703,0.6154,0.263,0,0,59,1.719512195,14,1
1,10,137,2278,0,10,0.0299,1,0.1706,0,0,5.4559,1.014705882,2,1
0,51,270,7247,0,51,0.9824,0.6709,0.2938,0,0,70.9016,2.262295082,20,1
1,10,207,5253,0,10,0.0196,1,0.1995,0,0,6.0097,1.009708738,2,1
0,44,263,5730,0,44,0.9772,0.641,0.2803,0,0,69.0459,1.889908257,20,1
1,10,187,4278,0,10,0.0217,1,0.1906,0,0,5.7419,1.010752688,2,1
0,22,67,260,0,22,0.8152,0,0.559,0,0,65.8333,1.916666667,9,1
1,5,29,89,0,5,0.0769,1,0.4048,0,0,6.8571,1.071428571,2,1
0,62,398,23515,0,62,0.9858,0.6457,0.2313,0,0,73.8721,2.187214612,20,1
1,11,371,17020,0,11,0.0109,1,0.1688,0,0,6.0811,1.005405405,2,1
0,10,23,1,0,10,0.5,0,0.6667,0,0,43.6667,1,1,1
1,4,9,4,0,4,0.3333,1,0.3125,0,0,6.75,1.25,2,1
0,45,160,1086,0,45,0.9713,0.7297,0.2121,0,0,43.3673,1.448979592,16,1
1,10,77,703,0,10,0.0541,1,0.1483,0,0,5.2105,1.026315789,2,1
0,18,88,105,0,18,2,0,0.2833,0,0,49.6,1.2,4,1
0,11,37,4,0,11,0.6667,1,0.5556,0,0,51.75,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
0,8,49,45,0,8,1.1111,1,0.65,0,0,56.1,3,6,1
1,7,40,372,0,7,0.8519,1,0.5123,0,0,9.0357,1,1,1
0,22,69,404,0,22,0.8929,1,0.4089,0,0,28.5172,1.724137931,4,1
0,11,60,241,0,11,0.8182,1,0.5076,0,0,21.6087,1,1,1
1,33,125,128,0,33,0.7521,1,0.3761,0,0,24.175,1.375,16,1
1,6,78,701,0,6,0.027,1,0.2928,0,0,6.9737,1.026315789,2,1
0,12,68,364,0,12,0.7407,1,0.5571,0,0,26.75,1.5,7,1
0,14,99,231,0,14,2,0,0.4848,0,0,65.3182,1,1,1
0,25,97,219,0,25,0.8697,1,0.4253,0,0,38.2,1.233333333,6,1
1,4,62,0,0,4,0,1,0.4381,0,0,21.9,1,1,1
1,17,33,3,0,17,0.65,1,0.2,0,0,51,2.833333333,7,1
0,2,32,435,0,2,2,0,0.4286,0,0,3.9667,1,1,1
1,4,59,406,0,4,2,0,0.5057,0,0,8.3793,1,1,1
1,3,58,0,0,3,0,1,0.4384,0,0,7.5172,1,1,1
1,6,9,1,0,6,2,0,0.75,0,0,15,1,1,1
0,22,52,76,0,22,0.9167,0,0.3021,0,0,15.3846,1,1,1
0,12,24,53,0,12,0.9,0,0.3143,0,0,8.7273,1,1,1
0,9,23,4,0,9,0.7619,0.6667,0.2857,0,0,10.875,1.125,2,1
0,22,50,89,0,22,0.9231,0,0.2981,0,0,14.2143,1,1,1
0,8,27,0,0,8,0.6875,0.5,0.3016,0,0,11.5556,1.333333333,3,1
1,1,29,68,0,1,0.9766,0.2778,0.2456,0,0,25.95,1.45,4,1
0,29,97,217,0,29,0.74,1,0.2622,0,0,28.5,1.423076923,8,1
1,4,23,66,0,4,2,0,0.2708,0,0,8.1667,1.5,2,1
1,1,14,0,0,1,0.3333,1,0.3333,0,0,7,1,1,1
1,11,21,10,0,11,2,0,0.225,0,0,21.6,2.2,5,1
0,9,18,4,0,9,0.6667,1,0.6667,0,0,14.75,1.25,2,1
0,56,144,249,0,56,0.9848,0.3333,0.1818,0,0,48.3478,1,1,1
0,3,10,10,0,3,1.25,0,0.6,0,0,3.8,1,1,1
1,26,158,3160,0,26,0.9713,0.2,0.2521,0,0,22.7531,1.407407407,7,1
1,20,43,2,0,20,0.6389,1,0.3214,0,0,22.5385,2.153846154,6,1
1,7,23,53,0,7,0.1,1,0.1818,0,0,4.6364,1,1,1
1,1,14,0,0,1,0.3333,1,0.3333,0,0,7,1,1,1
1,44,165,786,0,44,0.975,0.75,0.1191,0,0,33.1707,1.829268293,11,1
1,22,71,108,0,22,0.875,1,0.4583,0,0,37.4706,2.941176471,12,1
0,20,89,415,0,20,0.8851,1,0.231,0,0,19.5333,1.4,5,1
1,5,37,171,0,5,2,0,0.1447,0,0,8.8421,1.526315789,2,1
1,4,42,6,0,4,0.625,1,0.75,0,0,58.2,1,1,1
0,12,42,16,0,12,0.7656,1,0.35,0,0,35.6667,1,1,1
1,28,131,691,0,28,1.0068,1,0.134,0,0,32.1842,2.236842105,7,1
0,22,90,18,0,22,0.7832,1,0.2121,0,0,68.75,1.833333333,6,1
0,12,47,0,0,12,0.55,1,0.3333,0,0,53.1667,1,1,1
0,25,132,622,0,25,0.8241,1,0.2323,0,0,27.8378,1.324324324,7,1
1,4,27,91,0,4,2,0,0.2571,0,0,8.4286,1.357142857,2,1
1,25,44,89,0,25,0.8462,1,0.359,0,0,10.2857,1.071428571,2,1
1,7,19,45,0,7,2,0,0.2,0,0,6.8,1.5,2,1
0,34,117,315,0,34,0.7672,1,0.2517,0,0,31.5667,1.366666667,8,1
1,4,27,91,0,4,2,0,0.2429,0,0,8.5,1.428571429,2,1
0,2,10,7,0,2,0.875,0.25,0.4444,0,0,7.1429,1.285714286,2,1
0,3,10,7,0,3,0.875,0.25,0.4444,0,0,7.1429,1.285714286,2,1
1,2,9,4,0,2,0,1,0.4,0,0,24.4,3.2,12,1
0,7,15,14,0,7,0.8929,0.25,0.4762,0,0,11.5,1.75,5,1
0,7,15,14,0,7,0.8929,0.25,0.4762,0,0,11.5,1.75,5,1
0,6,15,14,0,6,0.8929,0.25,0.4762,0,0,11.5,1.75,5,1
0,7,15,14,0,7,0.8929,0.25,0.4762,0,0,12,1.75,5,1
0,7,15,14,0,7,0.8929,0.25,0.4762,0,0,11.625,1.75,5,1
0,6,25,0,0,6,0.1667,1,0.3571,0,0,11.5714,1,1,1
0,42,148,294,0,42,0.9167,1,0.3208,0,0,60.52,1.08,2,1
0,16,25,30,0,16,0.9375,0.5,0.3125,0,0,10.5556,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
0,1,8,6,0,1,2,0,0.6667,0,0,4,1,1,1
1,7,13,10,0,7,2,0,0.3333,0,0,10.2,1,1,1
0,20,28,15,0,20,2,0,0.3958,0,0,25.6667,1,1,1
0,20,35,15,0,20,1.2,1,0.3333,0,0,21.1667,1,1,1
0,19,33,10,0,19,2,0,0.425,0,0,42.6,1,1,1
0,13,21,1,0,13,2,0,0.5833,0,0,32,1,1,1
0,14,38,35,0,14,0.7857,1,0.1688,0,0,8.4667,1.066666667,2,1
0,12,22,34,0,12,1.0625,0.5,0.2917,0,0,6.5556,1,1,1
0,14,38,26,0,14,1.0476,1,0.5714,0,0,23.5,1,1,1
0,16,66,55,0,16,1.1,1,0.4697,0,0,31.2727,1,1,1
1,2,7,1,0,2,0.5,1,0.5,0,0,4.3333,1,1,1
1,0,4,1,0,0,2,0,0.5,0,0,3,1,1,1
1,0,2,0,0,0,2,0,1,0,0,3,1,1,1
1,1,57,563,0,1,0.8487,1,0.1587,0,0,7.3143,1.114285714,3,1
1,9,175,0,0,9,0.0227,1,0.1339,1,1,7.2921,1.157303371,15,1
1,1,57,563,0,1,0.8487,1,0.1587,0,0,7.3143,1.114285714,3,1
1,1,60,632,0,1,0.8574,1,0.1592,0,0,7.2162,1.108108108,3,1
1,9,147,0,0,9,0.027,1,0.1224,1,1,7.8,1.2,16,1
1,11,141,0,0,11,0.0282,1,0.1288,1,1,7.7361,1.194444444,15,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,34,3,0,4,0.2,0,0.4444,0,0,67,2,7,1
0,11,26,55,0,11,2,0,0.7273,0,0,5.9091,1,1,1
0,17,138,1839,0,17,0.9444,0.6444,0.1142,0,0,23.7937,1.650793651,15,1
0,4,6,1,0,4,2,0,1,0,0,7,1,1,1
1,4,34,3,0,4,0.2,0,0.4444,0,0,69.3333,2.166666667,8,1
0,11,19,10,0,11,2,0,0.6,0,0,10.4,1,1,1
0,21,170,3464,0,21,0.9552,0.6429,0.1148,0,0,19.7412,1.552941176,15,1
0,2,2,0,0,2,2,0,1,0,0,3,1,1,1
1,4,35,3,0,4,0.2,0,0.4444,0,0,68.1667,1.833333333,6,1
0,7,8,3,0,7,2,0,1,0,0,3.6667,1,1,1
0,16,117,2395,0,16,0.9443,0.65,0.1343,0,0,20.831,1.605633803,16,1
0,2,5,0,0,2,1,0.5,0.6667,0,0,6.6667,1,1,1
0,4,12,0,0,4,1,0,1,0,0,26.5,1,1,1
0,2,3,0,0,2,2,0,1,0,0,14,1,1,1
1,14,101,1225,0,14,0.0408,1,0.0989,0,0,5.38,1.02,2,1
1,13,101,0,0,13,0,1,0.1404,0,0,6.0741,1,1,1
1,8,21,45,0,8,0.2222,1,0.2556,0,0,6,1.1,2,1
1,7,21,0,0,7,0,1,0.2714,0,0,5.6429,1,1,1
